ID_SUBVENTION;NOM_BENEFICIAIRE;DESCRIPTION_SUBVENTION;ADRESSE_BENEFICIAIRE;PROGRAMME_PJL_FINANCE;MONTANT_SUBVENTION;PRENOM_NOM_DEPUTE_NOSDEPUTES;ID_DEPUTE_AN;ID_NOSDEPUTES;NOM_DEPUTE_NOSDEPUTES;PRENOM_DEPUTE_NOSDEPUTES;SEXE_DEPUTE;DATE_NAISSANCE_DEPUTE;LIEU_NAISSANCE_DEPUTE;ID_DEPARTEMENT;DEPARTEMENT_NOSDEPUTES;NUMERO_CIRCONSCRIPTION;DATE_DEBUT_MANDAT;DATE_FIN_MANDAT;MANDAT_CLOS;GROUPE_SIGLE;PARTI_RATTACHEMENT_FINANCIER;PROFESSION;PLACE_HEMICYCLE;URL_DEPUTE_AN;SLUG_NOSDEPUTES;URL_DEPUTE_NOSDEPUTES;API_NOSDEPUTES;NB_MANDATS
1997;Centre aquatique intercommunal de 18 communes de l'Amandinois;Réalisation d'une mosaïque d'art;;122-01;80000;;551;;;;;;;;;;;;;;;;;;;;;
1998;Centre Artisanal;Fonctionnement;;134-02;1000;;243;;;;;;;;;;;;;;;;;;;;;
1999;Centre Commercial de Canteleu;Fonctionnement;;134-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
2000;Centre communal d'action sociale de Villeneuve-Saint-Georges;Travaux d'intérêt local;9 rue de la Marne - 94190 Villeneuve-Saint-Georges;122-01;15000;;2713;;;;;;;;;;;;;;;;;;;;;
2001;Centre Corot - Entraide d'Auteuil;Fonctionnement;M. Benoît BUCAILLE - 4, rue Corot - 75016 - Paris;177-11;2500;;1498;;;;;;;;;;;;;;;;;;;;;
2002;Centre culturel des Portes de l'Essonne;Association de promotion des activités culturelles;91200 Athis-Mons;131-01;6000;;610002;;;;;;;;;;;;;;;;;;;;;
2003;Centre Culturel du Canon d'Or;Fonctionnement;;224-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
2004;Centre Culturel Jérome CAHEN  -  (Association Culturelle Israélite de Neuilly-Ancelle);Dépenses d'équipement;92200 neuilly sur seine;;15000;;610125;;;;;;;;;;;;;;;;;;;;;
2005;Centre Culturel Maghrébin;Dépenses de fonctionnement;78570 CHANTELOUP LES VIGNES;;2500;;345897;;;;;;;;;;;;;;;;;;;;;
2006;Centre Culturel Orphée;Fonctionnement;;224-02;1000;;2796;;;;;;;;;;;;;;;;;;;;;
2007;Centre d'action culturelle Georges Brassens;Fonctionnement;Mantes la Jolie;224-02;10000;;609435;;;;;;;;;;;;;;;;;;;;;
2008;Centre d'Amitié Jeunes et loisirs;Fonctionnement;;163-04;4500;;2815;;;;;;;;;;;;;;;;;;;;;
2009;Centre d'Animation Argonne-Nansouty/Saint Genès;Fonctionnement;1bis rue Lhérisson - 33 000 BORDEAUX;163-02;26000;;642743;;;;;;;;;;;;;;;;;;;;;
2010;Centre de cure Gilbert Raby - Association Santé de  - la famille des Chemins de Fer Français;Dépenses de fonctionnement;78250 MEULAN EN YVELINES;;3000;;345897;;;;;;;;;;;;;;;;;;;;;
2011;Centre de Formation des Droits des Femmes et de la Famille (CIDFF);Fonctionnement;33, Avenue Jean Médecin - 06200 - Nice;137-12;2500;;1263;;;;;;;;;;;;;;;;;;;;;
2012;Centre de formation musicale;Fonctionnement;;224-02;2000;;2250;;;;;;;;;;;;;;;;;;;;;
2013;Centre de la jeunesse chrétien et familial;Achat de matériel; Mme CHASSAT -  116, rue de Lourmel - 75015 - Paris;163-01;4000;;230329;;;;;;;;;;;;;;;;;;;;;
2014;Centre de Loisirs - oeuvres Laïques de Cournon - Section Tennis de table;Fonctionnement;71 avenue de l'Allier - 63800 COURNON D'AUVERGNE;219-01;1000;;2685;;;;;;;;;;;;;;;;;;;;;
2015;Centre de Loisirs Saint Joseph;Fonctionnement;;163-02;1000;;1857;;;;;;;;;;;;;;;;;;;;;
2016;Centre de Promotion - par la Formation - ;Dépenses de fonctionnement;78570 CHANTELOUP LES VIGNES;;5000;;345897;;;;;;;;;;;;;;;;;;;;;
2017;Centre de santé agréé la Case de Santé;Création d'un pôle Santé-Droits à portée régionale au sein du centre de santé;17 Place Arnaud-Bernard, 31000 Toulouse;204-12;60000;;331753;;;;;;;;;;;;;;;;;;;;;
2018;Centre de Sauvegarde des Oiseaux;Fonctionnement;;206-02;1300;;336576;;;;;;;;;;;;;;;;;;;;;
2019;Centre de Soins Infirmiers Volubilis;Fonctionnement;;204-12;5000;;2664;;;;;;;;;;;;;;;;;;;;;
2020;Centre des Arts de la Scène;Fonctionnement;;224-02;5000;;1521;;;;;;;;;;;;;;;;;;;;;
2021;Centre d'étude et d'action sociale espace famille Vallon des fleurs;Dépenses de fonctionnement; 06100 Nice;;2000;;2667;;;;;;;;;;;;;;;;;;;;;
2022;Centre dijonnais de vol à voile;Agrandissement du centre pour accueillir des jeunes en formation;2 route de Troyes - 21121 Darois;219-01;7500;;605804;;;;;;;;;;;;;;;;;;;;;
2023;Centre d'Information des droits de la femme et des familles ;Fonctionnement;;106-01;25000;;605349;;;;;;;;;;;;;;;;;;;;;
2024;Centre d'information sur les droits des femmes ;Permanence La Châtre;5bis rue d'Aquitaine - 36000 CHATEAUROUX;137-12;2000;;606745;;;;;;;;;;;;;;;;;;;;;
2025;Centre d'information sur les droits des femmes et des familles;Mener à bien des projets concernant des femmes victimes de violences sur le département (conseils juridiques, accueil sur l'ensemble du département, projet d'accueil de jour….);Mme Claudine COUVRAT, Présidente  - Espace Olympe de Gouges - 12, rue de l'espéranto  - 27000 - EVREUX ;137-11;1000;;331481;;;;;;;;;;;;;;;;;;;;;
2026;Centre d'Information sur les Droits des Femmes et des Familles 27;Dépenses de fonctionnement; 27000 EVREUX;;1000;;2236;;;;;;;;;;;;;;;;;;;;;
2027;Centre d'information sur les droits des femmes et des familles de l'Yonne;Fonctionnement;;106-03;1000;;267785;;;;;;;;;;;;;;;;;;;;;
2028;Centre d'information sur les droits des femmes et des familles du Puy de Dome;Campagne de communication visant à développer l'information juridique pour l'autonomie des femmes en zone rurale;5 rue des Hauts de Cahnturge  - 63100 CLERMONT FERRAND;137-12;1000;;608172;;;;;;;;;;;;;;;;;;;;;
2029;Centre d'information -  sur les droits des femmes et des familles ;Aide aux financements des actions pour la défense et la protection des femmes /CIDF; 90000 BELFORT  ;;5000;;267330;;;;;;;;;;;;;;;;;;;;;
2030;Centre d'initiatives locales;Renouvellement de l'équipement informatique;1bd Paul Leferme - 44600 SAINT-NAZAIRE ;147-02;5000;;332843;;;;;;;;;;;;;;;;;;;;;
2031;Centre Epinette Famille Insertion Accueil (CEFIA);Fonctionnement;;106-03;7000;;1020;;;;;;;;;;;;;;;;;;;;;
2032;Centre équestre Le Cabal de Ramounelle;Fonctionnement;Chemin de Ramounelle - 31180 ROUFFIAC TOLOSAN;219-01;10000;;356;;;;;;;;;;;;;;;;;;;;;
2033;Centre Equestre Dunois;Aide au fonctionnement;28200 CHATEAUDUN;;1500;;331582;;;;;;;;;;;;;;;;;;;;;
2034;Centre études pensée antique Kairos Kai Logos;Promotion, développement et diffusion études et recherches sur pensée antique;Faculté - Département philosophie -  - 29, av. Robert Schuman  - 13621 Aix en Provence Cedex 1;150-11;5000;;605518;;;;;;;;;;;;;;;;;;;;;
2035;Centre européen pour l'échange musical;Equipements pour le Festival de jazz Aulnay All Blues 2013;Théâtre Jacques Prévert  - 134 rue Anatole France  - 93600 AULNAY-SOUS-BOIS;224-02;20000;;336971;;;;;;;;;;;;;;;;;;;;;
2036;Centre Gérontologique de Coordination Médico Social;Fonctionnement;;157-05;7000;;344776;;;;;;;;;;;;;;;;;;;;;
2037;Centre hospitalier  de Wattrelos;; M. Michel THUMERELLE - 30 rue du Dr Alexander Fleming 59150 WATTRELOS;122-01;30000;;339;;;;;;;;;;;;;;;;;;;;;
2038;Centre info droits femmes et familles;Favoriser l'autonomie sociale, professionnelle et personnelle des femmes;50, rue Riolan  - 2ème ét. Lot 13  - 80000 Amiens;137-12;5000;;609520;;;;;;;;;;;;;;;;;;;;;
2039;Centre Intercommunal d'Education Musicale Les Côtes d'Arey;Développement de la culture et de l'éduction musicale;Montée du Château Grillet 38138 Les Côtes d'Arey;224-02;5000;;606899;;;;;;;;;;;;;;;;;;;;;
2040;Centre LGBT Paris-ÎdF;Fonctionnement;63, rue Beaubourg  - 75003 Paris;204-11;5000;;608920;;;;;;;;;;;;;;;;;;;;;
2041;Centre Medem - Arbeter Ring;Fonctionnement;52, rue René Boulanger  - 75010 Paris;224-06;5000;;608920;;;;;;;;;;;;;;;;;;;;;
2042;Centre Médico-Social St Vincent de Paul;Ouverture d'un service d'orthodontie; Sœur Christiane PERDRIAT - 40 rue Miollis - 75015 - Paris;204-12;3000;;230329;;;;;;;;;;;;;;;;;;;;;
2043;Centre Musical du Val de Noye;Fonctionnement;;224-02;2000;;1466;;;;;;;;;;;;;;;;;;;;;
2044;Centre National du Jeu;Fonctionnement;;224-02;5000;;346876;;;;;;;;;;;;;;;;;;;;;
2045;Centre National Mémoire Arménienne;Fonctionnement;;224-02;5000;;334906;;;;;;;;;;;;;;;;;;;;;
2046;Centre Nautique Verdunois;Acquisition d'un bateau suite aux résultats obtenus aux JO;Allée de Chanteraine  - 55100 VERDUN;219-01;6000;;1199;;;;;;;;;;;;;;;;;;;;;
2047;Centre psychanalitique de consultation et de traitement;Fonctionnement;47 rue Montesquieu  - 69007 Lyon;204-11;4000;;334768;;;;;;;;;;;;;;;;;;;;;
2048;Centre rég. Information Jeunesse Franch-Comté;Mission régionale de service public en faveur des jeunes;27, rue de la République 25000 Besançon;163-04;5000;;605963;;;;;;;;;;;;;;;;;;;;;
2049;Centre Scolaire Ozanam;Fonctionnement;;139-09;6500;;344776;;;;;;;;;;;;;;;;;;;;;
2050;Centre social;Fonctionnement;;177-11;5000;;2801;;;;;;;;;;;;;;;;;;;;;
2051;Centre social blériot-sangatte;Aménagement d'une salle de danse ;1578 route départementale 940 62231 Sangatte;224-02;5000;;608098;;;;;;;;;;;;;;;;;;;;;
2052;Centre social Clairs soleils;Maison des jeunes et de la culture;40, rue Danton  - 25000 Besançon;163-02;3000;;605963;;;;;;;;;;;;;;;;;;;;;
2053;Centre social de l'Alma;Soutien à l'activité;177 rue de l'Alma 59100 ROUBAIX;177-11;5000;;Groupe SRC;;;;;;;;;;;;;SRC;;;;;;;;
2054;Centre social de Saint Just;Accueil social pour les personnes les plus vulnérables;;177-11;10000;;608495;;;;;;;;;;;;;;;;;;;;;
2055;Centre social Didot;Animation d'un centre social;75014 Paris;304-13;5000;;609016;;;;;;;;;;;;;;;;;;;;;
2056;centre social du Banlay Médio;Création d'un jardin solidaire;10 Boulevard Saint-Exupéry;224-02;2000;;267188;;;;;;;;;;;;;;;;;;;;;
2057;Centre social Escal;Regrouper les habitants de Marguerittes pour gérer projet d'animation;2 bis, rue Vincent  - 30320 Marguerittes;304-13;5000;;606258;;;;;;;;;;;;;;;;;;;;;
2058;Centre social espace fort;Sécurisation de l'accueil petite enfance et matériel pour l'éveil des enfants;2, bis rue d'ajaccio 62100 calais;163-04;5000;;608098;;;;;;;;;;;;;;;;;;;;;
2059;Centre social Espace TORCY;Développer des activités auprès des jeunes et de leurs familles ;2 rue de Torcy - 75018 Paris;163-02;15000;;2859;;;;;;;;;;;;;;;;;;;;;
2060;Centre social et culturel André D'HOTEL;Fonctionnement;;163-01;11000;;605278;;;;;;;;;;;;;;;;;;;;;
2061;Centre Social et Culturel de Sarre-Union;Fonctionnement;;224-02;1000;;608416;;;;;;;;;;;;;;;;;;;;;
2062;Centre social Langlet Santy;Fonctionnement;96 avenue Paul Santy  - 69008 Lyon;163-04;5000;;334768;;;;;;;;;;;;;;;;;;;;;
2063;Centre social marck;Amélioration des conditions de travail des agents et achat de matériel pédagogique;11, rue Saint-Martin BP 18 62730 Marck;111-02;3900;;608098;;;;;;;;;;;;;;;;;;;;;
2064;Centre social Marliere Croix Rouge;Fonctionnement;;177-11;3000;;607846;;;;;;;;;;;;;;;;;;;;;
2065;Centre social matisse;Mise en place d'ateliers au profit des familles du quartier;19, rue henri matisse 62100 calais;147-01;5000;;608098;;;;;;;;;;;;;;;;;;;;;
2066;Centre Social Odette Brachet;Fonctionnement;;177-11;1000;;2250;;;;;;;;;;;;;;;;;;;;;
2067;Centre social Odyssée;Gestion d'un projet de centre socioculturel d'éducation populaire;Av. de la poste  - 30129 Redessan;163-02;5000;;606258;;;;;;;;;;;;;;;;;;;;;
2068;Centre social Palente Orchamps;Education populaire;Chez M. Belkaid  - 21E, rue Fontaine Argent  - 25000 Besançon;163-02;7500;;605963;;;;;;;;;;;;;;;;;;;;;
2069;Centre social Paul Gauguin;Fonctionnement;;163-04;7000;;608011;;;;;;;;;;;;;;;;;;;;;
2070;Centre social rural du Canton de Saint Paterne;Mise à niveau informatique;15 les champs roux 72610 Oisseau le Petit;163-02;1500;;608718;;;;;;;;;;;;;;;;;;;;;
2071;Centre Social Rural du Pays de Valgorge;Fonctionnement;Le Village                                                 07110 VALGORGE;177-11;5000;;605261;;;;;;;;;;;;;;;;;;;;;
2072;Centre social Soleil Levant;Dispositifs enfants jeunesse, actions intergénérationnelles;21, rue de Bellegarde  - 30129 Manduel;163-02;5000;;606258;;;;;;;;;;;;;;;;;;;;;
2073;Centre socio culturel;Melle en scène 2013;79500 MELLE;163-02;1500;;345994;;;;;;;;;;;;;;;;;;;;;
2074;Centre socio-culturel de Neudorf;Fonctionnement;42, rue de Neufeld - 67100 STRASBOURG;224-02;20000;;608363;;;;;;;;;;;;;;;;;;;;;
2075;Centre socio-culturel intercommunal de St Quentin;Inclusion sociale et sociabilisation des personnes;7, av. Léon Pintard  - 30700 Saint Quentin la poterie;224-02;5000;;606258;;;;;;;;;;;;;;;;;;;;;
2076;Centre Sportif de Normandie;Fonctionnement;;219-01;10000;;259;;;;;;;;;;;;;;;;;;;;;
2077;Centres sociaux;Financement d'actions sociales;;177-11;20000;;334755;;;;;;;;;;;;;;;;;;;;;
2078;Centres Sociaux de Millau Grands Causses;Fonctionnement;;106-03;1000;;267512;;;;;;;;;;;;;;;;;;;;;
2079;Centres socio-éducatifs;DEVELOPPEMENT DES ARTS DE LA RUE DANS LE CADRE DU FESTIVAL  LA RUE AUX ARTISTES;;224-02;10000;;607892;;;;;;;;;;;;;;;;;;;;;
2080;Cercle celtique;Fonctionnement;;224-02;2000;;346876;;;;;;;;;;;;;;;;;;;;;
2081;Cercle Condorcet;Fonctionnement;;175-07;1000;;336576;;;;;;;;;;;;;;;;;;;;;
2082;Cercle Condorcet d'Auxerre;Fonctionnement;;224-02;1000;;267785;;;;;;;;;;;;;;;;;;;;;
2083;Cercle Crea;Fonctionnement;;224-02;2000;;330240;;;;;;;;;;;;;;;;;;;;;
2084;Cercle d’escrime de Provins;Fonctionnement;;219-01;1000;;1695;;;;;;;;;;;;;;;;;;;;;
2085;Cercle de généalogie du Mentonnais;Fonctionnement;;224-02;1000;;1574;;;;;;;;;;;;;;;;;;;;;
2086;Cercle de loisirs et d'amitié du 3éme âge;Dépenses de fonctionnement;78570 ANDRESY;;2000;;345897;;;;;;;;;;;;;;;;;;;;;
2087;Cercle d'échecs de Fournes en Weppes;Fonctionnement;;219-01;1000;;267200;;;;;;;;;;;;;;;;;;;;;
2088;Cercle des Décideurs Marguerite de Flandre;Fonctionnement;;224-02;1000;;267200;;;;;;;;;;;;;;;;;;;;;
2089;Cercle des Nageurs de Dole et de sa Région;Fonctionnement;;219-01;2000;;267204;;;;;;;;;;;;;;;;;;;;;
2090;Cercle des Patineurs Belleville Beaujolais;Fonctionnement;;219-01;1000;;2377;;;;;;;;;;;;;;;;;;;;;
2091;Cercle des Sports de la Marne;Fonctionnement;;219-01;37000;;687214;;;;;;;;;;;;;;;;;;;;;
2092;Cercle d'escrime;Soutien au programme jeunes compétition;M. Christophe LABERTY - 1, avenue du capitaine Tarron - 78140 - Vélizy;219-01;3000;;267605;;;;;;;;;;;;;;;;;;;;;
2093;Cercle d'escrime adamois;Fonctionnement;;219-01;1000;;267886;;;;;;;;;;;;;;;;;;;;;
2094;Cercle d'Escrime Suffren;Fonctionnement;;219-01;2000;;1521;;;;;;;;;;;;;;;;;;;;;
2095;Cercle d'escrime Suffren;Déplacements nationaux et internationaux pour la section féminine de haut niveau;M. MAZZELLA - Centre sportif Emile Anthoine - 9, rue Jean Rey - 75015 - Paris;219-01;1500;;230329;;;;;;;;;;;;;;;;;;;;;
2096;Cercle d'Etudes Historiques et Archéologiques de Poissy ;Fonctionnement;;175-09;2000;;422119;;;;;;;;;;;;;;;;;;;;;
2097;Cercle franco-italien de Perenchies;Fonctionnement;;224-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
2098;Cercle Hippique de Chaumont-Choignes;Fonctionnement;;219-01;30000;;267165;;;;;;;;;;;;;;;;;;;;;
2099;Cercle Jefferson;Fonctionnement;51 bis, rue Sainte Anne 75002 PARIS;224-06;30000;;Présidence de l'Assemblée (Réserve institutionnelle);;;;;;;;;;;;;;;;;;;;;
2100;Cercle nautique de Versailles;Fonctionnement;;219-01;4000;;609345;;;;;;;;;;;;;;;;;;;;;
2101;Cercle Nautique de Versailles;Fonctionnement;;219-01;1000;;609365;;;;;;;;;;;;;;;;;;;;;
2102;Cercle Nautique Rochois ;Fonctionnement;;219-01;2000;;267527;;;;;;;;;;;;;;;;;;;;;
2103;Cercle philatélique de Saint-Ouen-L'Aumône;Fonctionnement;;224-02;1000;;267886;;;;;;;;;;;;;;;;;;;;;
2104;Cercle Saint-Christophe;Fonctionnement;;219-01;1000;;1459;;;;;;;;;;;;;;;;;;;;;
2105;Cercle Saint-Julien;Fonctionnement;;224-02;2000;;330684;;;;;;;;;;;;;;;;;;;;;
2106;Cercle Saint-Laurent;Fonctionnement;;157-05;1000;;266774;;;;;;;;;;;;;;;;;;;;;
2107;Cercle sportif provinois d’Athlétisme;Fonctionnement;;219-01;2000;;1695;;;;;;;;;;;;;;;;;;;;;
2108;Cercle Sportif Saint-Etienne;Fonctionnement;;219-01;1000;;266774;;;;;;;;;;;;;;;;;;;;;
2109;Cercle sportif Villefranche Rugby;Fonctionnement;;219-01;1000;;2377;;;;;;;;;;;;;;;;;;;;;
2110;Cercle St Joseph;Fonctionnement;;163-01;1500;;607846;;;;;;;;;;;;;;;;;;;;;
2111;Cercle Théatral Alsacien;Fonctionnement;M. Patrick ZIEGLER, Président - Maison des associations  - 1, rue Vauban  - 68100 MULHOUSE;224-02;1000;;267227;;;;;;;;;;;;;;;;;;;;;
2112;C'est dans l'air;Fonctionnement;;224-02;1000;;330788;;;;;;;;;;;;;;;;;;;;;
2113;CETIM-CERTEC;Fonctionnement;;192-02;2000;;1379;;;;;;;;;;;;;;;;;;;;;
2114;CEW;Fonctionnement;;177-11;1000;;344492;;;;;;;;;;;;;;;;;;;;;
2115;CEW (Cosmetic Executive Women);Fonctionnement;;204-19;2500;;267378;;;;;;;;;;;;;;;;;;;;;
2116;Chaleur d'Espoir;Fonctionnement;;209-02;1000;;607603;;;;;;;;;;;;;;;;;;;;;
2117;Challenge cycliste mayennais;Fonctionnement;;;1500;;267042;;;;;;;;;;;;;;;;;;;;;
2118;Challenge de ski des décolleteurs;Fonctionnement;;163-01;2600;;608851;;;;;;;;;;;;;;;;;;;;;
2120;Chambre régionale éco. Soc. et solidaire ;Rassembler et représenter les acteurs de l'economie sociale et solidaire;80000 Amiens;304-12;4500;;609520;;;;;;;;;;;;;;;;;;;;;
2121;Chandelain;Fonctionnement;;224-02;1000;;605036;;;;;;;;;;;;;;;;;;;;;
2122;CHANTELOUP - Denise RENARD;Isolation & amélioration Mairie;;122-01;1000;;331481;;;;;;;;;;;;;;;;;;;;;
2123;Chantiers Savoyards Solidaires;Fonctionnement;;124-19;5000;;1445;;;;;;;;;;;;;;;;;;;;;
2124;Chantilly Jumping;Fonctionnement;M. Gérard MANZINALI - 4, allée du Coq Chantant - 60500 - Chantilly;219-01;2000;;2048;;;;;;;;;;;;;;;;;;;;;
2125;Chantons ensemble;Fonctionnement;;157-05;10000;;267306;;;;;;;;;;;;;;;;;;;;;
2126;Chants et danses de France;Fonctionnement;;224-02;3000;;605076;;;;;;;;;;;;;;;;;;;;;
2127;Chaponnay contre le Cancer;Fonctionnement;;204-14;1000;;267591;;;;;;;;;;;;;;;;;;;;;
2128;CHARENTILLY;Travaux d'intérêt local;;122-01;10000;;667;;;;;;;;;;;;;;;;;;;;;
2129;Charvieu-Chavagneux Isère Cyclisme;Fonctionnement;;219-01;1500;;2250;;;;;;;;;;;;;;;;;;;;;
2130;Chassal;Réfection place de la mairie avec création de places de stationnement;;122-01;12000;;332523;;;;;;;;;;;;;;;;;;;;;
2131;Chasse communale Rozier Côtes d'Aurec;Fonctionnement;;113-07;500;;267429;;;;;;;;;;;;;;;;;;;;;
2132;Chasseurs du Tarn;Préservation des territoires et formation;Chemin du Séminaire du Roc - 81012 ALBI CEDEX 9;113-07;12000;;336112;;;;;;;;;;;;;;;;;;;;;
2133;Chassieu Dialogues Coleshill;Fonctionnement;;224-02;1000;;334906;;;;;;;;;;;;;;;;;;;;;
2134;Chassieu Gym;Fonctionnement;;219-01;6500;;334906;;;;;;;;;;;;;;;;;;;;;
2135;Châteaudun VOLLEY - BALL;initiation découverte du volley ball en milieu scolaire : tournoi juin 2013;28200 CHATEADUN;;1500;;331582;;;;;;;;;;;;;;;;;;;;;
2136;Chats Errants- Reiningue ;Participation aux frais vétérinaires, -  achat de nourriture et lutte contre la prolifération féline; 68950 REININGUE ;;1000;;216574;;;;;;;;;;;;;;;;;;;;;
2137;Chats sans toits;Dépenses de fonctionnement; 27330 LA BARRE EN OUCHE;;1000;;2236;;;;;;;;;;;;;;;;;;;;;
2138;Chavanoz Autrement;Fonctionnement;;224-02;1500;;2250;;;;;;;;;;;;;;;;;;;;;
2139;Chazeau hier et aujourd'hui;Fonctionnement;;224-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
2140;Cheminots Sports Séveragais;Fonctionnement;;219-01;1000;;267512;;;;;;;;;;;;;;;;;;;;;
2141;Cher Accueil;Fonctionnement;7 rue Albert hervet - 18000 BOURGES;177-11;5000;;1401;;;;;;;;;;;;;;;;;;;;;
2142;Chés Cracras;Fonctionnement;;224-02;2000;;1466;;;;;;;;;;;;;;;;;;;;;
2143;Chesnay Village;Fonctionnement;;134-02;1500;;609365;;;;;;;;;;;;;;;;;;;;;
2144;Cheval de trait;Fonctionnement;;154-14;1000;;607892;;;;;;;;;;;;;;;;;;;;;
2145;Cheval Espérance;Fonctionnement;;157-01;5000;;335567;;;;;;;;;;;;;;;;;;;;;
2146;Chlorophylle;Fonctionnement;23, avenue Jules Jacquemin - 10100 - Romilly sur Seine;177-11;1500;;369;;;;;;;;;;;;;;;;;;;;;
2147;Chœur des Magnanarelles;Fonctionnement;;224-02;1000;;1483;;;;;;;;;;;;;;;;;;;;;
2148;Choeur Domitia;Fonctionnement;;224-02;1000;;609726;;;;;;;;;;;;;;;;;;;;;
2149;Chœur Pro Musica;Fonctionnement;;224-02;1500;;2815;;;;;;;;;;;;;;;;;;;;;
2150;Chœur Variatio;Fonctionnement;;224-02;2000;;267813;;;;;;;;;;;;;;;;;;;;;
2151;Chœurs de Saint-Christophe de Javel;Création d'un master class;M. Jacques CHATELAIN - 28 rue de la Convention - 75015 - Paris;224-02;2000;;230329;;;;;;;;;;;;;;;;;;;;;
2152;Chœurs du Sud;Fonctionnement;;224-02;5000;;314;;;;;;;;;;;;;;;;;;;;;
2153;Chorale A Choeur Joie Point d'Orgue;Fonctionnement;;224-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
2154;Chorale Air du temps;Fonctionnement;;224-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
2155;Chorale Arc en Ciel;Fonctionnement;;224-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
2156;Chorale Choeur à Choeur;Fonctionnement;Mme Danièle BOURSIER - Mairie - 60250 - Heilles;224-02;1000;;2048;;;;;;;;;;;;;;;;;;;;;
2157;Chorale Choeur à Coeur;Fonctionnement;;224-02;1000;;267743;;;;;;;;;;;;;;;;;;;;;
2158;Chorale Chœur de Loue;Fonctionnement;;224-02;1000;;267204;;;;;;;;;;;;;;;;;;;;;
2159;CHORALE CLE DES CHAMPS;Célébration anniversaire  et spectacle pour les trente ans de l'association en novembre 2013;Chorale la Clé des Champa de Romans - 11 rue des Ors 26100 Romans sur Isère;224-02;2515;;606030;;;;;;;;;;;;;;;;;;;;;
2160;Chorale du Bugey;Fonctionnement;;224-02;1000;;605036;;;;;;;;;;;;;;;;;;;;;
2161;Chorale du canton de Bourg argental;Fonctionnement;;224-02;1000;;267429;;;;;;;;;;;;;;;;;;;;;
2162;Chorale du Levezou;Fonctionnement;;224-02;1000;;267512;;;;;;;;;;;;;;;;;;;;;
2163;Chorale du Montois et du Provinois;Fonctionnement;;224-02;1000;;1695;;;;;;;;;;;;;;;;;;;;;
2164;Chorale Eclipse de Rahling;Fonctionnement;;224-02;2000;;267057;;;;;;;;;;;;;;;;;;;;;
2165;Chorale In Vino Musica;Fonctionnement;;224-02;1000;;2377;;;;;;;;;;;;;;;;;;;;;
2166;Chorale les coeurs du Groenberg;Fonctionnement;;224-02;1000;;267762;;;;;;;;;;;;;;;;;;;;;
2167;Chorale Mabelvoy;Fonctionnement;;224-02;5000;;1445;;;;;;;;;;;;;;;;;;;;;
2168;Chorale Saint François;Fonctionnement;;224-02;1000;;343623;;;;;;;;;;;;;;;;;;;;;
2169;Chorale Sainte Cécile;Fonctionnement;;224-02;1000;;1001;;;;;;;;;;;;;;;;;;;;;
2170;Chorale Scamelvilla;Fonctionnement;;224-02;2000;;259;;;;;;;;;;;;;;;;;;;;;
2171;Choralie A Coeur Joie Nord Isère;Fonctionnement;;224-02;1000;;2250;;;;;;;;;;;;;;;;;;;;;
2172;Chorus;Enseignement de la musique ;7, rue Maison maternelle  - 30000 Nîmes;224-02;3000;;606258;;;;;;;;;;;;;;;;;;;;;
2173;CHORUS;Fonctionnement;;224-02;1500;;2952;;;;;;;;;;;;;;;;;;;;;
2174;CHRYSALLIS;Création d'un colloque dans le cadre de l'anniversaire de la signature de la convention internationale des droits de l'Enfant;Association Chrysallis CCAS - 42,44 rue Palestro 26100 Romans sur Isère;224-02;3500;;606030;;;;;;;;;;;;;;;;;;;;;
2175;Chti Raid;Fonctionnement;;219-01;1000;;1857;;;;;;;;;;;;;;;;;;;;;
2176;CIDFF;Information droit des femmes et des familles;5, rue des Hauts de Chanturge  - 63100 Clermont-Ferrand;137-12;1000;;608186;;;;;;;;;;;;;;;;;;;;;
2177;CIDFF;REALISATION D'UN GUIDE DE PREVENTION;8 PLACE JOHANN STRAUS 37 200 TOURS;137-12;1500;;342332;;;;;;;;;;;;;;;;;;;;;
2178;CIDFF;Changement de local;La Roche-sur-Yon;204-11;1000;;609743;;;;;;;;;;;;;;;;;;;;;
2179;CIDFF 36;Mise en place d'action en faveur du droit des femmes;bis, rue d'Aquitaine - 36000 Châteauroux;137-12 - ;2000;;810;;;;;;;;;;;;;;;;;;;;;
2180;Cie Anou Skan;événement croisements;1 rue Sainte Marie des Terreaux - 69001 Lyon;131-01;5000;;334755;;;;;;;;;;;;;;;;;;;;;
2181;Cie Internationale Alligator;Etendre et promouvoir la culture;Chez M. Groubert  - 6, impasse des Mimosas  - 34070 Montpellier;224-02;5300;;606545;;;;;;;;;;;;;;;;;;;;;
2182;Cie La Poursuite;création spectacle ;BP 1124 69203 Lyon cedex 01;131-01;7000;;334755;;;;;;;;;;;;;;;;;;;;;
